strain,sex,animal_id,ALT,ALP,AST,CK,GLU,HDL,HGB,LDH,LDL,MCH,MCHC,MCV,PLT,RBC,WBC,ALB,amylase,calcium,chloride,CHOL,creatinine,ferritin,FFA,iron,LYMP,MONO,phosphorus,potassium,sodium,TBIL,total,transferrin,TG,BUN,uric_acid
129S2/SvPas,f,32898,28,88,60,208,103,80.0,,215,,,,,,,,2.70,661,9.36,114,117,0.307,,,22.7,,,6.11,4.30,151,3.20,4.70,,140,92.4,
129S2/SvPas,f,32899,18,94,62,281,79.2,76.8,,194,12.9,,,,,,,2.60,676,9.32,117,106,0.261,,,14.3,,,4.12,4.10,151,2.80,4.90,,97.0,63.0,
129S2/SvPas,f,32900,40,76,141,1898,81,88.1,,422,18.7,,,,,,,2.60,758,9.52,117,131,0.250,,1.42,15,,,5.55,4.80,153,,4.60,,127,52.8,
129S2/SvPas,f,32901,22,89,71,218,93.6,79.2,,195,18.3,,,,,,,2.50,619,9.48,117,114,0.250,,,16.6,,,5.74,4.50,153,3.90,4.40,,147,49.8,
129S2/SvPas,f,32902,20,128,57,235,79.2,94.0,,185,24.6,,,,,,,2.80,724,9.76,115,138,0.261,,,17.2,,,5.61,4.30,151,2.50,5,,239,51.6,
129S2/SvPas,f,32903,14,105,76,371,81,54.2,,221,14.8,,,,,,,3,644,9.56,113,82.3,0.250,,1.27,30.7,,,3.78,3.80,152,3,5.20,,65.0,25.8,
129S2/SvPas,f,32904,19,131,61,156,82.8,69.8,,192,,,,,,,,2.90,760,8.56,110,103,0.261,,1.38,16.4,,,4.50,4,150,1.90,5.90,,105,40.8,
129S2/SvPas,f,32905,18,154,71,337,86.4,75.7,,280,15.6,,,,,,,3.10,780,9,112,111,0.295,,1.58,20,,,5.24,4.70,158,2.40,6,,102,51.0,
129S2/SvPas,f,32906,22,136,54,168,91.8,70.6,,213,13.3,,,,,,,3.10,752,9.84,115,101,0.250,,1,16.9,,,5.18,4.20,153,1.90,5.50,,85.4,54.0,
129S2/SvPas,f,32907,19,134,60,213,90,68.2,,191,16.0,,,,,,,3,691,9.60,114,102,0.273,,0.990,20.1,,,5.36,4.20,152,2.10,5.50,,109,52.2,
129S2/SvPas,f,32908,16,141,60,407,73.8,80.3,,225,17.9,,,,,,,2.90,704,9.52,113,107,0.227,,,14,,,5.46,4.30,150,2.10,5,,124,39.0,
129S2/SvPas,f,32909,19,148,67,262,84.6,80.3,,203,15.6,,,,,,,3,755,8.96,114,108,0.239,,1.53,15.6,,,4.99,3.80,156,2.10,4.90,,75.7,54.0,
129S2/SvPas,f,32910,93,136,171,1711,91.8,76.4,,820,,,,,,,,3,703,8.96,116,103,0.261,,1.04,28.6,,,6.32,4.90,156,1.70,4.80,,57.9,50.4,
129S2/SvPas,f,32911,15,122,51,129,104,79.2,,161,17.2,,,,,,,2.90,674,9.28,114,103,0.261,,0.860,22.1,,,6.45,4.30,151,2,5.60,,81.9,48.0,
129S2/SvPas,f,32912,21,129,67,293,66.6,80.0,,238,17.2,,,,,,,2.90,659,9.40,113,107,0.227,,1.13,16.9,,,6.01,4.70,151,1.90,5,,87.2,45.6,
129S2/SvPas,f,32913,30,140,63,304,93.6,85.4,,244,19.1,,,,,,,3.20,734,9.52,114,113,0.250,,1.20,27.6,,,4.31,4.70,151,2.50,5.20,,66.8,54.0,
129S2/SvPas,f,32914,37,132,61,249,103,79.2,,313,,,,,,,,3.10,788,,114,111,0.250,,,20.3,,,,4.30,152,2.50,,,76.5,,
129S2/SvPas,f,32915,17,142,52,78,110,87.4,,208,19.9,,,,,,,2.90,807,9.52,113,114,0.250,,1.03,28.1,,,5.15,4.10,149,2.10,5.40,,114,46.2,
129S2/SvPas,f,32916,25,137,80,461,73.8,86.2,,314,21.4,,,,,,,3,732,9.36,116,119,0.227,,0.990,,,,5.58,4.70,154,1.90,4.90,,101,50.4,
129S2/SvPas,f,32917,34,140,48,104,73.8,86.6,,322,8.58,,,,,,,3,848,8.88,114,120,0.250,,1.62,,,,5.95,4.90,154,1.80,5.40,,119,60.0,
129S2/SvPas,f,33157,,,,,55.8,,,,,,,,,,,,,,105,,0.330,,,,,,,5.70,145,,,,,52.8,
129S2/SvPas,f,33158,,,,,85.3,,,,,,,,,,,3.18,,9.48,104,86.2,0.295,,,,,,6.51,6.10,145,,5.71,,,55.2,
129S2/SvPas,f,33159,,,,,63.5,,,,,,,,,,,,,8.68,107,,0.284,,,,,,,6.10,147,,,,,52.8,
129S2/SvPas,f,33160,,,,,,,,,,,,,,,,,,,106,,,,,,,,,6.10,146,,,,,,
129S2/SvPas,f,33161,,,,,73.1,,,,,,,,,,,,,8.80,105,,0.250,,,,,,,5.70,145,,3.40,,,43.8,
129S2/SvPas,f,33162,,,,,79.9,,,,,,,,,,,,,,108,,,,,,,,,6.30,148,,,,,46.8,
129S2/SvPas,f,33163,,,,,75.2,,,,,,,,,,,2.41,,8.32,107,30.4,0.193,,,,,,7.25,5.60,148,,5.07,,17.8,104,
129S2/SvPas,f,33164,,,,,81.7,,,,,,,,,,,,,,105,,0.239,,,,,,7.50,6.10,145,,,,,55.8,
129S2/SvPas,f,33165,,,,,76.0,,,,,,,,,,,2.56,,8.36,107,108,0.205,,,,,,2.76,6.40,146,,5.19,,32.0,64.2,
129S2/SvPas,f,33166,,,,,84.4,,,,,,,,,,,2.73,,8.80,105,65.5,0.273,,,,,,,6,147,,5.49,,,58.8,
129S2/SvPas,f,33199,,,,36,161,,,,,,,,,,,,2900,8,108,99.1,0.306,33.2,,,,,4.34,5.40,150,,4.80,160,124,60.6,
129S2/SvPas,f,33200,,,,28,162,,,,,,,,,,,,2904,8,107,96.7,0.356,38.8,,,,,4.96,4.60,150,,5,159,143,70.2,0.600
129S2/SvPas,f,33201,,,,24,161,,,,,,,,,,,,2398,8,107,109,0.322,41,,,,,4.34,4.80,148,,5.60,156,151,60.6,0.600
129S2/SvPas,f,33202,,,,12,175,,,,,,,,,,,,2472,8,110,106,0.306,44.6,,,,,3.10,4.60,152,,5,151,214,58.4,0.600
129S2/SvPas,f,33203,,,,14,168,,,,,,,,,,,,2434,8,107,110,0.322,41,,,,,3.72,4.60,148,,5.20,156,174,64.2,1
129S2/SvPas,f,33204,,,,84,169,,,,,,,,,,,,2440,8,108,103,0.322,33.6,,,,,4.96,5.80,146,,5.20,160,142,75.6,1
129S2/SvPas,f,33205,,,,26,131,,,,,,,,,,,,2610,8,109,97.1,0.306,37.6,,,,,4.96,5,150,,4.80,158,135,63.6,1
129S2/SvPas,f,33206,,,,50,158,,,,,,,,,,,,2642,8,110,106,0.288,38.4,,,,,3.72,4.60,150,,5,155,142,54.4,1
129S2/SvPas,f,33207,,,,54,198,,,,,,,,,,,,2552,8,110,97.1,0.356,37.6,,,,,4.34,5,148,,4.80,158,148,78.0,1
129S2/SvPas,f,33208,,,,14,170,,,,,,,,,,,,2658,8,108,110,0.340,36,,,,,3.10,4.20,146,,5.80,152,89.9,60.6,1.40
129S2/SvPas,f,33209,,,,78,134,,,,,,,,,,,,2436,8,111,80.0,0.306,45.4,,,,,4.96,5,152,,4.80,155,190,61.8,1
129S2/SvPas,f,33210,,,,64,149,,,,,,,,,,,,2440,8,109,100,0.306,39.8,,,,,4.34,5.20,150,,5.40,158,189,52.4,1
129S2/SvPas,f,33211,,,,40,174,,,,,,,,,,,,2340,8,111,84.2,0.322,34,,,,,4.34,5.20,150,,5.40,151,142,53.6,1.80
129S2/SvPas,f,33212,,,,78,207,,,,,,,,,,,,2634,8,113,94.4,0.306,40.2,,,,,4.34,5.60,148,,5.40,155,116,61.2,2.20
129S2/SvPas,f,33213,,,,14,177,,,,,,,,,,,,2172,8,113,86.6,0.306,39.4,,,,,3.72,5,154,,4.80,148,149,51.8,1.80
129S2/SvPas,f,33676,,,,,,,16.2,,,16.2,33.4,48.7,972,9.98,4.20,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33677,,,,,,,16.9,,,16.1,33.5,48.1,1057,10.5,7.70,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33678,,,,,,,16,,,16.3,33.5,48.7,1235,9.81,6.70,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33679,,,,,,,16.4,,,16.8,32.8,51.2,864,9.74,6.40,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33680,,,,,,,16.9,,,16.3,33.1,49.3,1101,10.4,5.80,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33681,,,,,,,15.5,,,16,33,48.7,1006,9.64,5.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33682,,,,,,,17.1,,,16.4,34,48.3,1056,10.4,7.20,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33683,,,,,,,15.9,,,16.4,34.1,48.2,1047,9.68,4.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33684,,,,,,,15.9,,,16.5,34.1,48.4,1126,9.63,5,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33685,,,,,,,16.2,,,16.4,33.7,48.7,986,9.85,5.20,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33686,,,,,,,15.8,,,16.2,33.3,48.6,1092,9.76,5.60,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33687,,,,,,,16.1,,,16.7,33.8,49.5,1055,9.61,4.50,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33688,,,,,,,15.9,,,16.7,34.2,48.8,965,9.51,3.80,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33689,,,,,,,16.4,,,16.5,33.8,48.9,1028,9.89,9.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33690,,,,,,,15.5,,,15.5,33.4,46.4,979,9.96,5.60,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33691,,,,,,,16.7,,,16.6,34,48.7,1014,10.1,6.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33692,,,,,,,16.1,,,16.8,34.8,48.4,983,9.58,6,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33693,,,,,,,16.4,,,16.5,33.8,48.8,1072,9.95,6.30,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33694,,,,,,,15.9,,,16.1,32.8,49,1021,9.88,3.60,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,f,33695,,,,,,,18,,,16.6,33,50.2,1037,10.9,9.20,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,32879,13,126,64,325,103,50.3,,167,15.2,,,,,,,2.80,617,8.68,112,78.8,0.261,,0.750,20.6,,,6.01,4.10,151,3.60,4.60,,86.3,30.6,
129S2/SvPas,m,32880,56,173,99,1217,,,,455,,,,,,,,3.10,799,,113,113,0.284,,,22.9,,,,4.50,153,2.30,,,81.9,,
129S2/SvPas,m,32881,33,141,73,553,128,77.6,,273,16.8,,,,,,,3.20,720,9.72,113,114,0.273,,1.33,20.1,,,5.12,4.70,150,2.10,5,,134,45.6,
129S2/SvPas,m,32882,22,152,99,1262,117,79.2,,318,15.2,,,,,,,3.20,700,9.84,113,113,0.273,,1.08,20.6,,,5.30,4.70,151,2.50,5.10,,66.8,40.8,
129S2/SvPas,m,32883,28,112,63,368,75.6,81.9,,209,15.6,,,,,,,2.60,719,9.04,114,114,0.273,,0.740,16.3,,,4.56,4.30,151,3.10,5.40,,106,50.4,
129S2/SvPas,m,32884,31,89,71,392,93.6,84.2,,227,12.9,,,,,,,2.80,644,9.32,114,114,0.307,,0.640,14,,,4.93,4.50,147,4.30,5.10,,86.3,63.0,
129S2/SvPas,m,32885,18,89,64,324,59.4,78.4,,171,16.4,,,,,,,2.60,679,9.12,115,113,0.250,,0.800,13.9,,,4.62,4.40,151,3.10,5,,94.3,48.6,
129S2/SvPas,m,32886,18,80,44,83,84.6,73.3,,132,10.9,,,,,,,2.60,594,9,115,100,0.239,,0.500,16.1,,,4.00,4,150,4.10,4.80,,47.2,57.0,
129S2/SvPas,m,32887,38,99,83,531,84.6,81.5,,275,17.6,,,,,,,2.60,670,9.24,113,120,0.261,,0.790,19.7,,,4.71,4.20,149,2.70,4.90,,126,51.0,
129S2/SvPas,m,32888,23,112,88,582,86.4,86.2,,255,,,,,,,,2.70,698,8.56,116,112,0.261,,0.920,13.4,,,4.19,3.90,156,2.20,5.80,,159,53.4,
129S2/SvPas,m,32889,22,101,64,165,73.8,95.2,,220,30.8,,,,,,,2.60,675,9.28,110,129,0.239,,1.09,12.5,,,4.28,4,149,2.60,5.10,,250,51.6,
129S2/SvPas,m,32890,34,97,88,295,68.4,93.2,,256,17.6,,,,,,,2.50,563,7.88,110,125,0.261,,1.13,11.4,,,3.26,3.90,152,3.60,4.80,,221,53.4,
129S2/SvPas,m,32891,43,87,142,1693,82.8,102,,486,23.8,,,,,,,2.50,666,8.28,106,142,0.273,,1.62,12.9,,,4.65,4.50,146,2.30,4.70,,245,64.2,
129S2/SvPas,m,32892,20,70,66,368,79.2,88.5,,219,28.1,,,,,,,2.70,676,9.84,110,121,0.250,,0.990,13.2,,,5.18,4,150,3,5.30,,185,57.0,
129S2/SvPas,m,32893,22,87,93,370,88.2,88.5,,361,,,,,,,,2.60,675,9,115,120,0.216,,,17.3,,,5.05,4.10,150,2.40,4.50,,259,64.2,
129S2/SvPas,m,32894,19,89,63,346,97.2,78.8,,178,14.4,,,,,,,2.50,676,9,117,99.8,0.250,,1,18.4,,,5.74,5,151,4.40,4.30,,119,54.6,
129S2/SvPas,m,32895,46,104,82,432,101,84.2,,381,16.4,,,,,,,2.60,800,9.16,116,115,0.250,,,16.8,,,4.90,4.50,147,2.30,4.70,,91.7,60.6,
129S2/SvPas,m,32896,20,82,54,224,103,94.0,,168,22.2,,,,,,,2.80,780,9.20,114,127,0.250,,1.30,,,,4.84,4.60,150,3.60,4.90,,155,51.6,
129S2/SvPas,m,32897,18,94,57,186,91.8,95.9,,178,20.7,,,,,,,2.60,672,9.08,116,125,0.227,,,12.7,,,5.15,4.60,153,4,4.80,,148,57.0,
129S2/SvPas,m,33167,,,,,,,,,,,,,,,,,,,110,,,,,,,,,6.40,150,,,,,,
129S2/SvPas,m,33168,,,,,69.5,,,,,,,,,,,,,,107,,0.103,,,,,,,5.40,145,,,,,54.6,
129S2/SvPas,m,33169,,,,,,,,,,,,,,,,,,,105,,0.108,,,,,,,5.20,144,,,,,57.0,
129S2/SvPas,m,33170,,,,,,,,,,,,,,,,,,,58,,,,,,,,,2.80,,,,,,,
129S2/SvPas,m,33214,,,,38,123,,,,,,,,,,,,3068,8,107,124,0.272,38,,,,,4.96,4.60,156,,5.80,148,255,71.4,1
129S2/SvPas,m,33215,,,,172,175,,,,,,,,,,,,2760,8,109,128,0.306,40.6,,,,,4.34,4.80,152,,5,158,265,70.8,1.40
129S2/SvPas,m,33216,,,,152,180,,,,,,,,,,,,2782,7.20,113,119,0.288,36.8,,,,,4.34,4.80,154,,5.20,154,143,73.2,1.80
129S2/SvPas,m,33217,,,,18,182,,,,,,,,,,,,2828,8,111,134,0.322,29,,,,,3.72,4.60,156,,6,157,213,68.4,1.40
129S2/SvPas,m,33218,,,,18,157,,,,,,,,,,,,2834,8,110,122,0.306,39.8,,,,,4.34,4.60,154,,5.20,152,236,71.4,1
129S2/SvPas,m,33219,,,,36,139,,,,,,,,,,,,2990,8,110,140,0.322,39.8,,,,,4.96,4.60,154,,5.80,158,281,69.6,1.40
129S2/SvPas,m,33220,,,,68,175,,,,,,,,,,,,2740,7.20,108,135,0.272,36,,,,,4.34,5,150,,5.20,150,305,67.8,2.20
129S2/SvPas,m,33221,,,,32,184,,,,,,,,,,,,2826,8,111,133,0.322,36,,,,,4.34,5.40,156,,5.20,151,286,63.0,1.40
129S2/SvPas,m,33222,,,,12,196,,,,,,,,,,,,2570,7.20,108,113,0.288,37.6,,,,,3.72,4.40,148,,4.80,143,194,57.4,1.80
129S2/SvPas,m,33223,,,,8,185,,,,,,,,,,,,2410,8,110,124,0.288,33.2,,,,,3.72,4,152,,5.40,156,238,69.6,1.40
129S2/SvPas,m,33224,,,,32,135,,,,,,,,,,,,2326,6.40,98.6,99.1,0.253,26.6,,,,,4.34,4,136,,4.40,138,182,82.8,1.80
129S2/SvPas,m,33225,,,,68,156,,,,,,,,,,,,2564,8,113,131,0.288,29.8,,,,,4.34,5,156,,5.20,153,196,53.8,1.40
129S2/SvPas,m,33226,,,,36,189,,,,,,,,,,,,2406,8,112,134,0.322,36.8,,,,,4.34,4.60,154,,5.80,157,186,61.8,1
129S2/SvPas,m,33227,,,,50,227,,,,,,,,,,,,2446,8,111,112,0.340,39.8,,,,,3.72,4.80,152,,5.20,155,109,53.4,2.20
129S2/SvPas,m,33228,,,,12,169,,,,,,,,,,,,2562,8,113,118,0.272,32.8,,,,,4.34,4.40,154,,5.20,152,179,55.2,1.80
129S2/SvPas,m,33656,,,,,,,16,,,15.5,31.7,49,1109,10.3,4,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33657,,,,,,,16.4,,,16.1,32.7,49.3,1075,10.2,5.90,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33658,,,,,,,17,,,15.5,32.4,47.9,1301,10.9,6,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33659,,,,,,,15.9,,,15.6,32,48.8,1117,10.2,3.40,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33660,,,,,,,16,,,15.7,32.3,48.7,1099,10.2,3.80,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33661,,,,,,,16.9,,,16.1,32.9,48.9,1196,10.5,5,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33662,,,,,,,16.3,,,16.4,33.7,48.6,1179,9.97,5.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33663,,,,,,,15.8,,,16.1,33.1,48.6,1119,9.82,5.70,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33664,,,,,,,17,,,17.3,33.2,52,1145,9.82,5.50,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33665,,,,,,,17.6,,,16.4,32.9,49.8,1207,10.7,8.90,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33666,,,,,,,17.8,,,15.9,32.3,49.3,1362,11.2,5.40,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33667,,,,,,,15.6,,,15.9,33.3,47.3,1233,9.83,4.50,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33668,,,,,,,18.5,,,16.6,34.1,48.5,1163,11.2,6.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33669,,,,,,,17.2,,,16.5,31.8,51.9,1060,10.4,4.80,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33670,,,,,,,15.9,,,16.7,33.8,49.5,1177,9.48,3.30,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33671,,,,,,,17.2,,,15.8,33.1,47.7,1215,10.9,6.10,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33672,,,,,,,15.2,,,15.9,33,48,1078,9.56,3.90,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33673,,,,,,,16.3,,,15.8,33.3,47.4,1194,10.3,3.60,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33674,,,,,,,16.2,,,16.5,34.5,47.8,1113,9.83,4.30,,,,,,,,,,,,,,,,,,,,
129S2/SvPas,m,33675,,,,,,,16.2,,,16.2,33.8,48,1166,9.97,5,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33774,,,,,,,15.8,,,17.1,33.5,51,676,9.21,7.20,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33775,,,,,,,14.2,,,16.2,32.3,50,504,8.72,4.50,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33776,,,,,,,16.7,,,16.6,33.4,50,537,10,6.56,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33777,,,,,,,16.5,,,16.1,32.5,50,519,10.2,5.98,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33778,,,,,,,16.5,,,16.4,32.8,50,590,10,6.45,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33779,,,,,,,16.6,,,16.4,32.8,50,598,10.1,6.36,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33780,,,,,,,16.8,,,16,32,50,544,10.5,6.67,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33781,,,,,,,16.5,,,16.5,33.3,50,522,10,6.22,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33782,,,,,,,16.8,,,16.4,32.8,50,535,10.2,6.06,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33783,,,,,,,16.7,,,16.4,32.4,51,531,10.2,5.40,,,,,,,,,,,,,,,,,,,,
129X1/SvJ,f,33784,,,,,,,16.3,,,16.4,32.9,50,543,9.93,6.54,,,,,,,,,,,,,,,,,,,,
